weight,density,highest degree,runtime,stretch,jumpstretch
344791,0.17142857142857143,97,6611,247.5,11.0
343818,0.17313628899835795,95,6319,Infinity,11.0
346513,0.1711001642036125,97,6875,Infinity,10.0
348952,0.1728735632183908,108,6480,Infinity,10.0
351375,0.17346469622331692,106,6533,253.0,9.0
357356,0.17261083743842365,105,6446,377.75,11.0
363030,0.17274220032840723,98,6233,Infinity,9.0
349395,0.17326765188834153,117,6305,1591.0,10.0
336628,0.1672249589490969,124,6221,325.5,11.0
323349,0.16998357963875205,106,6388,199.0,11.0
