weight,density,highest degree,runtime,stretch,jumpstretch
172205,0.047967871485943774,24,100595,Infinity,23.0
203599,0.04938152610441767,25,99842,1217.0,Infinity
187451,0.0490281124497992,30,103013,Infinity,24.0
191885,0.04896385542168675,24,101672,Infinity,Infinity
185636,0.0485140562248996,26,99305,Infinity,24.0
182900,0.049060240963855424,23,102250,Infinity,26.0
225846,0.052048192771084335,28,105299,Infinity,23.0
222422,0.05169477911646586,25,104934,Infinity,23.0
172557,0.04758232931726908,29,100854,Infinity,25.0
239126,0.052722891566265064,26,110075,3553.0,Infinity
