weight,density,highest degree,runtime,stretch,jumpstretch
9125,0.06612244897959184,6,237,Infinity,Infinity
9173,0.06285714285714286,7,231,Infinity,Infinity
11725,0.06693877551020408,6,222,Infinity,Infinity
6840,0.05959183673469388,5,231,Infinity,Infinity
8021,0.05795918367346939,5,206,Infinity,Infinity
7572,0.06448979591836734,6,204,Infinity,Infinity
9433,0.060408163265306125,7,221,Infinity,Infinity
12467,0.0636734693877551,7,227,Infinity,Infinity
10765,0.0636734693877551,6,189,Infinity,Infinity
13487,0.06775510204081632,6,238,Infinity,Infinity
