weight,density,highest degree,runtime,stretch
70472,0.29551020408163264,39,188,53.333333333333336
57576,0.2653061224489796,31,149,71.375
69128,0.2946938775510204,40,185,33.77777777777778
77505,0.2946938775510204,41,200,28.193548387096776
64877,0.28244897959183674,39,198,43.5
73940,0.28816326530612246,38,188,52.22222222222222
61259,0.276734693877551,29,164,24.4375
73620,0.2914285714285714,31,192,32.723404255319146
70301,0.2914285714285714,37,180,46.3
66724,0.276734693877551,32,148,42.02857142857143
