weight,density,highest degree,runtime,stretch
106545,0.3020408163265306,30,141,19.48
84241,0.27918367346938777,33,142,37.34782608695652
92055,0.28,29,113,34.8421052631579
97068,0.27755102040816326,34,123,31.610169491525422
94380,0.2889795918367347,34,116,38.4
99924,0.28816326530612246,34,114,21.085106382978722
98937,0.2946938775510204,32,118,47.48571428571429
102456,0.3093877551020408,33,117,30.88235294117647
83477,0.26693877551020406,32,99,55.266666666666666
97338,0.28244897959183674,28,116,64.41666666666667
