weight,density,highest degree,runtime,stretch,jumpstretch
471901,0.2549677419354839,94,2336,Infinity,8.0
464261,0.2574193548387097,83,2553,229.0,8.0
475421,0.25690322580645164,81,2337,137.9,7.0
424153,0.24219354838709678,80,2569,196.0,7.0
473232,0.24941935483870967,77,2073,298.75,7.0
485529,0.2521290322580645,84,2190,Infinity,7.0
412274,0.23793548387096775,74,2191,Infinity,7.0
436275,0.24516129032258063,77,2057,735.0,9.0
463418,0.24851612903225806,88,2557,1281.0,7.0
391636,0.2367741935483871,90,2528,140.5,7.0
