weight,density,highest degree,runtime,stretch,jumpstretch
21544,0.032929292929292926,8,1259,Infinity,Infinity
22367,0.033535353535353536,8,1317,Infinity,Infinity
26052,0.034545454545454546,8,1259,Infinity,Infinity
24709,0.03373737373737374,7,947,Infinity,Infinity
20784,0.032929292929292926,9,1261,Infinity,Infinity
18580,0.03373737373737374,8,1341,Infinity,Infinity
23616,0.033535353535353536,7,1153,Infinity,Infinity
23509,0.03474747474747475,7,1530,Infinity,Infinity
20260,0.03333333333333333,7,1339,Infinity,Infinity
23279,0.03313131313131313,11,1162,Infinity,Infinity
