weight,density,highest degree,runtime,stretch
65388,0.26040816326530614,45,117,39.07142857142857
77808,0.2816326530612245,32,139,142.3
66679,0.26693877551020406,41,172,26.444444444444443
73148,0.27918367346938777,34,141,53.705882352941174
76199,0.283265306122449,27,118,19.23913043478261
62038,0.25387755102040815,30,115,32.75
75941,0.2783673469387755,38,128,30.210526315789473
79982,0.2922448979591837,27,131,55.09090909090909
69054,0.28244897959183674,35,135,73.875
66035,0.26285714285714284,34,135,266.0
