weight,density,highest degree,runtime,stretch,jumpstretch
431503,0.1021105527638191,43,62207,2153.0,14.0
545514,0.10648241206030151,42,63632,1521.0,14.0
578500,0.1093467336683417,46,62923,Infinity,14.0
537932,0.10834170854271356,39,60878,Infinity,14.0
487712,0.10402010050251256,48,61044,Infinity,14.0
474805,0.10170854271356784,40,59481,1349.25,16.0
488934,0.1028643216080402,39,61968,2639.0,13.0
529672,0.10487437185929649,41,58158,947.8,14.0
527225,0.10562814070351759,43,61843,1344.75,Infinity
516431,0.10381909547738694,49,59376,Infinity,14.0
