weight,density,highest degree,runtime,stretch
135580,0.25405405405405407,41,726,142.85714285714286
130785,0.2547747747747748,59,774,Infinity
133925,0.24612612612612614,52,781,109.57142857142857
131958,0.24576576576576575,55,839,1065.0
125108,0.24036036036036035,49,658,37.57142857142857
135553,0.24504504504504504,52,608,47.625
128662,0.23855855855855856,64,696,53.285714285714285
143806,0.25117117117117116,53,672,33.892857142857146
126753,0.24,52,654,88.0
132127,0.24612612612612614,59,629,110.07142857142857
