weight,density,highest degree,runtime,stretch,jumpstretch
358862,0.16400656814449918,99,5206,396.6,11.0
395055,0.17385878489326764,112,5463,304.0,10.0
361933,0.16735632183908045,108,5006,400.0,10.0
380415,0.16788177339901478,105,5557,247.0,10.0
367431,0.16794745484400656,105,5025,Infinity,10.0
369757,0.16564860426929393,117,4983,176.0,10.0
391628,0.17274220032840723,109,5528,395.0,10.0
373579,0.1709031198686371,110,5536,Infinity,11.0
390888,0.17175697865353037,107,5476,Infinity,10.0
397575,0.1697865353037767,103,5358,379.5,10.0
