weight,density,highest degree,runtime,stretch
13053,0.5047619047619047,12,7,4.84375
12137,0.45714285714285713,10,4,18.506493506493506
12557,0.4666666666666667,10,5,20.59090909090909
14314,0.4857142857142857,10,5,12.133333333333333
18701,0.5142857142857142,11,6,2.266846361185984
17224,0.5047619047619047,9,6,17.12962962962963
15230,0.5047619047619047,11,7,5.651162790697675
9602,0.44761904761904764,9,5,5.144444444444445
11920,0.44761904761904764,8,4,7.0
14876,0.5333333333333333,14,5,4.285714285714286
