weight,density,highest degree,runtime,stretch,jumpstretch
561133,0.1533780760626398,50,17884,468.8181818181818,12.0
538453,0.15257270693512304,42,17859,460.875,10.0
480337,0.1483668903803132,42,19766,668.5,11.0
556392,0.15185682326621924,43,18408,1376.0,10.0
535715,0.15212527964205816,48,19710,534.0,10.0
557717,0.15033557046979865,44,17247,399.0,9.0
527475,0.1501565995525727,45,18587,1492.0,11.0
523378,0.15042505592841163,44,20307,1729.0,10.0
562726,0.15516778523489932,46,19765,512.375,10.0
521277,0.14926174496644296,45,18760,Infinity,10.0
