weight,density,highest degree,runtime,stretch,jumpstretch
262961,0.20090322580645162,77,1902,89.33333333333333,9.0
365781,0.23290322580645162,75,2093,114.5,9.0
317577,0.2192258064516129,72,1963,367.0,8.0
308831,0.2152258064516129,92,2011,96.4,9.0
327429,0.22116129032258064,96,1908,152.66666666666666,9.0
335208,0.22270967741935485,75,2017,Infinity,7.0
338218,0.2247741935483871,88,2098,Infinity,8.0
342590,0.22619354838709677,86,2167,540.0,7.0
309370,0.2238709677419355,91,2111,291.2,7.0
369738,0.2361290322580645,77,2069,78.4,7.0
