weight,density,highest degree,runtime,stretch
86672,0.276734693877551,30,103,73.06666666666666
82216,0.2620408163265306,24,112,28.041666666666668
68131,0.2473469387755102,29,109,107.0
74561,0.2522448979591837,35,111,62.45
60221,0.2342857142857143,37,99,35.80769230769231
80985,0.26612244897959186,35,95,21.30909090909091
86570,0.27183673469387754,29,108,22.698630136986303
88482,0.2677551020408163,34,92,39.526315789473685
85269,0.2710204081632653,34,95,61.888888888888886
90022,0.2636734693877551,30,94,65.05555555555556
