weight,density,highest degree,runtime,stretch,jumpstretch
665222,0.11103174603174604,53,126473,Infinity,14.0
678921,0.11194444444444444,51,125926,2684.0,14.0
682855,0.11170634920634921,52,131440,Infinity,14.0
661443,0.10932539682539683,50,123020,Infinity,13.0
745902,0.11452380952380953,56,124988,Infinity,14.0
593316,0.10948412698412699,49,123950,Infinity,15.0
657353,0.11158730158730158,57,125685,Infinity,14.0
694502,0.11190476190476191,50,123679,Infinity,15.0
672377,0.11238095238095239,54,130672,2992.5,13.0
681150,0.11265873015873015,56,125508,Infinity,14.0
