weight,density,highest degree,runtime,stretch,jumpstretch
17427,0.04504504504504504,7,852,Infinity,Infinity
17889,0.04576576576576576,7,670,Infinity,Infinity
16502,0.04504504504504504,7,670,Infinity,Infinity
15005,0.04288288288288288,9,593,Infinity,Infinity
18552,0.04540540540540541,9,772,Infinity,Infinity
16224,0.044684684684684686,7,953,Infinity,Infinity
15351,0.04504504504504504,9,698,Infinity,Infinity
16299,0.044684684684684686,6,720,Infinity,Infinity
14233,0.04540540540540541,10,806,Infinity,Infinity
14438,0.04504504504504504,9,667,Infinity,Infinity
