weight,density,highest degree,runtime,stretch,jumpstretch
38848,0.017839195979899497,9,14758,Infinity,Infinity
34438,0.01793969849246231,9,15736,Infinity,Infinity
48113,0.01844221105527638,9,14622,Infinity,Infinity
35117,0.01763819095477387,8,16076,Infinity,Infinity
37703,0.017889447236180904,9,15192,Infinity,Infinity
44224,0.017889447236180904,8,15174,Infinity,Infinity
39535,0.017587939698492462,7,16284,Infinity,Infinity
36776,0.017839195979899497,9,14899,Infinity,Infinity
40363,0.01793969849246231,9,13908,Infinity,Infinity
38517,0.018190954773869346,8,16249,Infinity,Infinity
