weight,density,highest degree,runtime,stretch,jumpstretch
147032,0.39183673469387753,37,216,39.76470588235294,4.0
146033,0.3877551020408163,38,162,50.54545454545455,4.0
142626,0.38448979591836735,34,150,23.07894736842105,4.0
128572,0.3730612244897959,31,231,24.65625,4.0
148953,0.3853061224489796,32,205,46.714285714285715,4.0
170494,0.4179591836734694,39,147,43.357142857142854,4.0
161708,0.40653061224489795,35,185,72.41666666666667,5.0
155817,0.4048979591836735,35,266,22.466666666666665,4.0
131299,0.3763265306122449,29,229,37.0,4.0
131959,0.3657142857142857,36,215,46.8421052631579,5.0
