weight,density,highest degree,runtime,stretch,jumpstretch
28702,0.022639821029082775,7,5538,Infinity,Infinity
31093,0.022997762863534676,8,4805,Infinity,Infinity
35261,0.022460850111856823,7,4127,Infinity,Infinity
22854,0.022102908277404923,7,4303,Infinity,Infinity
31917,0.023176733780760628,8,4433,Infinity,Infinity
30088,0.023176733780760628,10,5069,Infinity,Infinity
35622,0.023624161073825502,9,4764,Infinity,Infinity
24206,0.02228187919463087,8,4597,Infinity,Infinity
28004,0.022550335570469798,8,4735,Infinity,Infinity
30712,0.022818791946308724,10,4485,Infinity,Infinity
