weight,density,highest degree,runtime,stretch
12219,0.38095238095238093,9,4,7.032520325203252
14258,0.47619047619047616,10,5,4.236486486486487
15921,0.4857142857142857,12,5,5.96
11212,0.4380952380952381,10,5,3.9411764705882355
17850,0.4857142857142857,10,6,5.136645962732919
15555,0.4666666666666667,10,5,4.092233009708738
16119,0.5238095238095238,10,4,2.0480549199084668
18586,0.5238095238095238,11,4,8.718120805369127
13461,0.47619047619047616,9,5,5.927007299270073
11327,0.44761904761904764,12,4,11.161290322580646
