weight,density,highest degree,runtime,stretch
96678,0.18846846846846846,46,397,44.77777777777778
82487,0.17945945945945946,46,421,70.78947368421052
91248,0.1772972972972973,38,477,41.57575757575758
85266,0.17765765765765765,36,488,54.25
92022,0.17765765765765765,41,295,48.93333333333333
91946,0.1899099099099099,46,271,82.47368421052632
94932,0.1945945945945946,40,282,66.3157894736842
107434,0.1963963963963964,39,322,Infinity
102917,0.18882882882882882,45,284,262.0
88807,0.17297297297297298,40,286,95.8
