weight,density,highest degree,runtime,stretch,jumpstretch
962838,0.10978313253012048,67,147311,Infinity,14.0
947023,0.11036144578313253,58,146228,Infinity,14.0
922699,0.10942971887550201,54,147158,Infinity,14.0
933836,0.10942971887550201,57,148588,Infinity,14.0
966171,0.1111004016064257,67,148836,Infinity,16.0
918154,0.10901204819277109,60,147134,Infinity,13.0
913596,0.10817670682730923,61,145660,Infinity,16.0
942690,0.11055421686746988,61,151923,2398.0,13.0
923874,0.1102008032128514,60,150919,Infinity,14.0
930537,0.11048995983935743,60,154051,Infinity,16.0
