weight,density,highest degree,runtime,stretch
92453,0.2808163265306122,30,143,35.96
107861,0.3093877551020408,30,229,27.774193548387096
96678,0.2987755102040816,32,167,25.214285714285715
95780,0.2963265306122449,32,138,53.370370370370374
100023,0.2938775510204082,31,136,52.0
93800,0.2914285714285714,33,149,88.81818181818181
106926,0.2938775510204082,30,130,52.0
91653,0.2857142857142857,29,123,295.0
97362,0.28816326530612246,31,131,16.901639344262296
91781,0.28244897959183674,27,169,25.866666666666667
