weight,density,highest degree,runtime,stretch
71148,0.17657657657657658,44,377,143.125
83442,0.18558558558558558,42,375,129.625
77899,0.19027027027027027,44,369,68.57142857142857
70854,0.1783783783783784,42,375,39.4
77029,0.1827027027027027,47,392,65.23529411764706
85351,0.19531531531531532,50,381,48.166666666666664
86797,0.1927927927927928,49,387,105.6923076923077
74081,0.1845045045045045,51,375,51.5
83860,0.19243243243243244,44,376,137.54545454545453
78477,0.18522522522522522,55,373,95.33333333333333
