weight,density,highest degree,runtime,stretch
3637,0.04653061224489796,5,121,22.205128205128204
2966,0.044897959183673466,5,112,19.35135135135135
3554,0.044897959183673466,7,112,Infinity
2128,0.04326530612244898,6,115,20.74468085106383
3302,0.044081632653061226,6,115,76.85714285714286
1791,0.044897959183673466,7,135,19.884615384615383
2818,0.044081632653061226,5,112,Infinity
4879,0.04653061224489796,5,190,Infinity
3309,0.045714285714285714,5,151,24.76923076923077
2565,0.044897959183673466,4,122,21.37037037037037
