weight,density,highest degree,runtime,stretch,jumpstretch
836242,0.23888341543513958,111,7824,1491.0,8.0
782350,0.22935960591133006,118,7997,185.0,8.0
792329,0.2316584564860427,121,8276,Infinity,8.0
785883,0.22975369458128078,112,7744,167.83333333333334,9.0
735408,0.2237110016420361,114,7201,Infinity,9.0
801027,0.2315270935960591,113,7800,Infinity,9.0
710695,0.22226600985221676,110,7781,336.75,8.0
737568,0.22660098522167488,108,8215,450.5,8.0
707262,0.2187192118226601,111,7391,Infinity,8.0
725251,0.22541871921182266,115,8676,326.5,8.0
