weight,density,highest degree,runtime,stretch
66128,0.2546938775510204,31,143,54.25
67625,0.2612244897959184,30,92,17.718309859154928
66579,0.2506122448979592,25,102,102.42857142857143
71053,0.2563265306122449,32,93,23.11764705882353
67476,0.2522448979591837,31,109,149.6
72571,0.26285714285714284,25,116,36.208333333333336
69998,0.24979591836734694,31,122,96.72727272727273
63010,0.23918367346938776,31,199,60.2
66981,0.2546938775510204,32,141,25.434782608695652
71685,0.25387755102040815,29,121,59.333333333333336
