weight,density,highest degree,runtime,stretch,jumpstretch
560952,0.2036180904522613,133,19245,295.3333333333333,11.0
572599,0.2050251256281407,123,18351,326.5,10.0
533692,0.19889447236180904,115,18211,216.66666666666666,10.0
534738,0.19552763819095478,115,17731,Infinity,11.0
500818,0.1964824120603015,114,18843,Infinity,9.0
517268,0.19613065326633167,125,17479,Infinity,10.0
526655,0.19557788944723617,126,16230,354.0,10.0
496538,0.19462311557788944,134,17720,Infinity,10.0
583998,0.21020100502512562,122,19742,Infinity,9.0
579852,0.1965829145728643,134,18987,Infinity,10.0
