weight,density,highest degree,runtime,stretch,jumpstretch
759598,0.19904522613065326,110,10133,Infinity,10.0
797090,0.20366834170854273,107,11269,196.4,9.0
825139,0.207035175879397,122,10686,164.71428571428572,11.0
745321,0.19924623115577889,117,10825,545.0,11.0
828842,0.20537688442211055,127,11086,Infinity,10.0
823523,0.20723618090452262,123,11606,206.5,9.0
762261,0.1977889447236181,120,10349,332.0,9.0
785546,0.19909547738693467,124,10520,189.25,10.0
791039,0.20326633165829144,112,10913,171.0,9.0
863159,0.20979899497487436,122,11166,Infinity,10.0
