weight,density,highest degree,runtime,stretch,jumpstretch
45619,0.01638888888888889,10,22892,Infinity,Infinity
49454,0.01607142857142857,9,24939,Infinity,Infinity
45056,0.016031746031746032,7,25022,Infinity,Infinity
42413,0.01599206349206349,9,26033,Infinity,Infinity
43255,0.01599206349206349,13,23826,Infinity,Infinity
42834,0.015833333333333335,8,24544,Infinity,Infinity
41178,0.015793650793650794,9,24648,Infinity,Infinity
42936,0.015555555555555555,7,23610,Infinity,Infinity
38109,0.015873015873015872,10,25571,Infinity,Infinity
43717,0.01615079365079365,8,24371,Infinity,Infinity
