weight,density,highest degree,runtime,stretch
99993,0.31183673469387757,38,159,152.875
99632,0.31265306122448977,34,177,183.33333333333334
87929,0.2963265306122449,28,157,46.37837837837838
81937,0.2914285714285714,32,206,35.611111111111114
87738,0.28489795918367344,33,162,25.78181818181818
82764,0.28408163265306124,34,176,56.78260869565217
103664,0.3093877551020408,31,154,31.833333333333332
76654,0.2783673469387755,31,161,87.85714285714286
79645,0.28244897959183674,33,179,37.125
100143,0.3004081632653061,39,225,27.710526315789473
