weight,density,highest degree,runtime,stretch,jumpstretch
465008,0.16246231155778895,101,8012,Infinity,10.0
501667,0.16814070351758795,110,8364,380.0,12.0
476167,0.16381909547738693,101,8890,Infinity,11.0
498237,0.16688442211055277,113,8332,304.0,11.0
483774,0.16527638190954774,105,8839,329.8,10.0
460240,0.16035175879396985,107,8195,417.5,12.0
440966,0.16175879396984924,112,8496,165.85714285714286,10.0
444228,0.15949748743718592,95,8592,869.0,12.0
479165,0.1635175879396985,120,8558,184.0,11.0
468563,0.1642713567839196,117,7924,Infinity,11.0
