weight,density,highest degree,runtime,stretch
206412,0.22450450450450452,27,1709,Infinity
209427,0.22342342342342342,33,1680,1466.5
201223,0.22846846846846847,26,1758,144.73684210526315
195346,0.21081081081081082,27,1993,116.44444444444444
206893,0.22594594594594594,26,1731,120.36842105263158
216993,0.23027027027027028,33,1806,161.54545454545453
193762,0.21513513513513513,25,1693,3231.0
226318,0.2363963963963964,30,1888,158.0
202028,0.22306306306306306,27,1806,124.04545454545455
213844,0.2281081081081081,28,2214,150.6818181818182
