weight,density,highest degree,runtime,stretch
1770,0.053877551020408164,5,157,17.647058823529413
2037,0.05061224489795919,6,215,14.484848484848484
2697,0.0473469387755102,5,223,21.16
1482,0.044897959183673466,6,218,16.263157894736842
1419,0.044897959183673466,8,200,6.918367346938775
1542,0.05061224489795919,7,239,12.333333333333334
3407,0.060408163265306125,6,200,15.03125
1758,0.04816326530612245,5,257,20.0625
1723,0.04816326530612245,5,203,8.78125
2125,0.04816326530612245,5,233,22.884615384615383
