weight,density,highest degree,runtime,stretch
78411,0.18630630630630632,36,365,27.18
90476,0.19603603603603603,55,360,309.0
92804,0.20396396396396396,50,369,79.46153846153847
96044,0.19963963963963963,48,374,92.3529411764706
82364,0.18774774774774775,47,380,167.57142857142858
75107,0.18234234234234234,52,384,64.28571428571429
90637,0.1974774774774775,46,367,165.4
97174,0.1989189189189189,45,365,87.58333333333333
87332,0.18954954954954956,51,385,301.5
87788,0.19135135135135134,37,365,40.27777777777778
