weight,density,highest degree,runtime,stretch
143470,0.221981981981982,47,363,76.63636363636364
120321,0.21477477477477477,48,362,86.77777777777777
142696,0.22594594594594594,51,377,36.7
135228,0.2154954954954955,45,385,87.81818181818181
138892,0.22342342342342342,45,402,95.91666666666667
140262,0.21441441441441442,39,384,75.57692307692308
132279,0.22054054054054054,41,396,168.0
117286,0.20504504504504503,48,367,86.0
148794,0.2281081081081081,45,409,174.3
128311,0.21009009009009008,40,342,Infinity
