weight,density,highest degree,runtime,stretch
117914,0.22054054054054054,39,490,62.63636363636363
123647,0.21981981981981982,46,440,59.666666666666664
113738,0.209009009009009,42,456,67.5
118822,0.21693693693693694,43,348,54.45
122270,0.218018018018018,50,432,55.4
111357,0.21297297297297296,49,372,41.083333333333336
104241,0.20684684684684684,51,495,51.2
95337,0.20684684684684684,36,414,118.27272727272727
114149,0.21153153153153154,45,453,54.416666666666664
116576,0.20972972972972972,55,408,568.0
