weight,density,highest degree,runtime,stretch,jumpstretch
280570,0.18093959731543624,88,3704,468.0,9.0
268968,0.1792393736017897,92,3333,233.0,10.0
287597,0.18550335570469798,78,3539,398.0,11.0
266213,0.17986577181208055,81,3369,278.6666666666667,10.0
279318,0.18416107382550337,91,3631,105.44444444444444,9.0
261186,0.17440715883668903,95,3454,116.83333333333333,11.0
270863,0.17986577181208055,86,3406,175.5,9.0
268500,0.1789709172259508,84,3756,101.83333333333333,10.0
256507,0.17351230425055927,81,3667,Infinity,10.0
264901,0.17557046979865773,83,3731,255.0,10.0
