weight,density,highest degree,runtime,stretch
122716,0.22486486486486487,55,536,169.0
115812,0.2227027027027027,54,493,70.46666666666667
132731,0.22702702702702704,51,552,124.625
145190,0.2418018018018018,44,609,251.0
143733,0.2418018018018018,43,570,172.25
118228,0.2281081081081081,56,524,73.47058823529412
137022,0.23423423423423423,50,562,95.14285714285714
136579,0.22990990990990992,50,495,91.53333333333333
125539,0.221981981981982,40,522,69.18181818181819
149229,0.24396396396396397,54,520,132.66666666666666
