weight,density,highest degree,runtime,stretch,jumpstretch
49932,0.014650602409638554,9,38896,Infinity,Infinity
50075,0.014714859437751004,9,37103,Infinity,Infinity
50108,0.014650602409638554,13,38054,Infinity,Infinity
50099,0.014843373493975904,8,40030,Infinity,Infinity
48624,0.01481124497991968,9,35715,Infinity,Infinity
54198,0.014971887550200803,10,36877,Infinity,Infinity
49780,0.014586345381526105,8,35442,Infinity,Infinity
51102,0.014650602409638554,13,35743,Infinity,Infinity
47432,0.014265060240963856,10,36639,Infinity,Infinity
46680,0.014393574297188756,9,38358,Infinity,Infinity
