weight,density,highest degree,runtime,stretch,jumpstretch
1624391,0.16575100401606427,82,206973,Infinity,11.0
1664366,0.16777510040160643,76,215348,Infinity,11.0
1631716,0.1670682730923695,76,211597,Infinity,11.0
1662992,0.16755020080321284,81,209589,1043.3333333333333,11.0
1592665,0.16533333333333333,81,208356,1945.0,12.0
1649720,0.168,77,211959,Infinity,10.0
1560380,0.1642409638554217,84,210813,1039.6666666666667,12.0
1622686,0.16510843373493975,76,206882,1450.6666666666667,10.0
1576896,0.1634698795180723,90,209656,Infinity,10.0
1672609,0.16745381526104416,85,211361,1855.5,10.0
