weight,density,highest degree,runtime
194862,0.1945806451612903,87,2154
194862,0.1945806451612903,87,2550
194862,0.1945806451612903,87,2318
194862,0.1945806451612903,87,2410
194862,0.1945806451612903,87,2292
194862,0.1945806451612903,87,2130
194862,0.1945806451612903,87,2584
194862,0.1945806451612903,87,2222
194862,0.1945806451612903,87,2236
194862,0.1945806451612903,87,2293
