weight,density,highest degree,runtime
31545,0.38333333333333336,15,83
34777,0.36666666666666664,14,17
33672,0.37666666666666665,14,13
44636,0.4033333333333333,16,20
40292,0.39,16,16
52566,0.42,14,14
35236,0.3933333333333333,18,13
39551,0.41,19,8
25329,0.3333333333333333,16,15
37510,0.41333333333333333,19,14
