weight,density,highest degree,runtime
148641,0.32326530612244897,24,319
132542,0.30775510204081635,25,292
133893,0.3069387755102041,27,283
125416,0.2979591836734694,25,287
155670,0.3395918367346939,29,320
155912,0.31510204081632653,26,280
148631,0.31918367346938775,24,295
141341,0.3240816326530612,27,301
131614,0.3069387755102041,27,299
110091,0.2938775510204082,21,291
