weight,density,highest degree,runtime,stretch,jumpstretch
619498,0.15714056224899597,159,24068,Infinity,12.0
615233,0.15916465863453816,155,25685,Infinity,12.0
620303,0.1604176706827309,174,24171,434.0,13.0
615326,0.15707630522088353,167,26143,274.0,13.0
596634,0.15556626506024096,172,25132,Infinity,12.0
538898,0.15026506024096387,154,24131,Infinity,12.0
626340,0.15659437751004016,144,24244,214.5,12.0
617663,0.15768674698795182,130,25230,295.5,13.0
608955,0.15646586345381527,167,24555,Infinity,12.0
581704,0.15151807228915662,155,25462,224.66666666666666,13.0
