weight,density,highest degree,runtime,stretch,jumpstretch
436995,0.20859060402684565,82,3596,620.5,8.0
416389,0.20948545861297538,85,3848,192.14285714285714,9.0
406884,0.20554809843400448,93,3633,126.75,9.0
367463,0.19955257270693513,95,3547,Infinity,10.0
458898,0.2178076062639821,101,3634,Infinity,8.0
415350,0.2054586129753915,94,3812,465.0,8.0
418103,0.20340044742729307,97,3485,759.0,9.0
439259,0.2098434004474273,103,3540,Infinity,8.0
426123,0.2084116331096197,91,3732,756.0,9.0
416540,0.20903803131991053,93,3551,192.625,9.0
