weight,density,highest degree,runtime,stretch,jumpstretch
790634,0.18892857142857142,145,17554,142.0,11.0
786027,0.18896825396825398,181,18598,Infinity,10.0
796798,0.18765873015873016,171,16499,401.0,10.0
691210,0.1771825396825397,170,16851,284.75,10.0
741016,0.18507936507936507,165,19094,Infinity,12.0
744977,0.18206349206349207,164,16951,Infinity,11.0
769343,0.18388888888888888,172,17537,Infinity,10.0
835333,0.1928174603174603,132,18050,Infinity,11.0
809898,0.18884920634920635,131,17564,306.3333333333333,10.0
793896,0.18793650793650793,190,17157,Infinity,11.0
