weight,density,highest degree,runtime,stretch,jumpstretch
699934,0.19988095238095238,216,30273,Infinity,10.0
691801,0.19956349206349205,158,34622,Infinity,11.0
745016,0.203015873015873,206,30896,Infinity,9.0
701981,0.19666666666666666,214,32096,Infinity,10.0
685425,0.19718253968253968,194,32363,Infinity,11.0
746205,0.20297619047619048,204,32522,199.5,10.0
709198,0.20035714285714284,193,31942,Infinity,10.0
726675,0.19976190476190475,212,31675,608.0,11.0
681641,0.19623015873015873,203,31754,321.0,10.0
718421,0.19857142857142857,204,30429,Infinity,10.0
