weight,density,highest degree,runtime,stretch,jumpstretch
299266,0.0701984126984127,29,80717,1165.6666666666667,20.0
285603,0.06797619047619048,33,77066,3207.0,18.0
283304,0.0696031746031746,32,80249,3555.0,17.0
199437,0.06123015873015873,30,77116,1473.3333333333333,20.0
265603,0.06634920634920635,30,76736,1528.5,20.0
275985,0.0678968253968254,34,79959,Infinity,20.0
319014,0.07174603174603175,34,82782,3194.0,19.0
323283,0.06837301587301588,36,78031,Infinity,18.0
262053,0.06761904761904762,38,79549,Infinity,Infinity
341333,0.07305555555555555,33,84454,2276.0,18.0
