weight,density,highest degree,runtime,stretch,jumpstretch
853516,0.18512449799196787,202,35929,Infinity,11.0
863148,0.18647389558232932,172,37383,Infinity,10.0
812303,0.1833574297188755,188,38247,273.5,11.0
807434,0.18332530120481927,166,34983,Infinity,11.0
889291,0.18631325301204818,202,34478,Infinity,11.0
861527,0.18473895582329317,169,36749,Infinity,11.0
812381,0.1850281124497992,178,36806,Infinity,10.0
800090,0.18293975903614457,188,33997,Infinity,11.0
918701,0.18962248995983935,198,36489,Infinity,10.0
865532,0.18843373493975904,189,35221,414.3333333333333,10.0
