weight,density,highest degree,runtime,stretch,jumpstretch
799496,0.19090763052208834,192,44694,637.0,11.0
770366,0.18875502008032127,183,42437,Infinity,10.0
788331,0.18891566265060242,186,42553,648.0,12.0
752207,0.18714859437751005,180,45880,Infinity,10.0
786551,0.18997590361445782,153,44452,Infinity,11.0
738073,0.18406425702811244,148,42068,Infinity,11.0
788717,0.19129317269076304,172,43956,Infinity,10.0
795055,0.18933333333333333,185,44359,Infinity,11.0
761178,0.1884016064257028,187,41113,Infinity,12.0
763680,0.18432128514056226,187,42315,540.5,12.0
