weight,density,highest degree,runtime,stretch,jumpstretch
195345,0.08599552572706935,32,15914,750.0,Infinity
218874,0.09270693512304251,32,19931,374.77777777777777,14.0
283366,0.09753914988814318,30,19036,3599.0,14.0
222825,0.0934228187919463,27,17869,621.5,Infinity
280268,0.0995973154362416,30,16792,2021.0,13.0
260885,0.09485458612975392,30,17950,2026.0,14.0
137064,0.08214765100671141,29,17728,335.8,14.0
174507,0.08751677852348994,26,18101,620.75,Infinity
214125,0.09100671140939598,27,17990,Infinity,Infinity
245981,0.09172259507829977,26,17405,881.6,17.0
