weight,density,highest degree,runtime,stretch,jumpstretch
38286,0.01763819095477387,8,14896,Infinity,Infinity
36748,0.017487437185929648,8,15523,Infinity,Infinity
43091,0.017738693467336683,9,15572,Infinity,Infinity
34935,0.017537688442211055,7,14126,Infinity,Infinity
43298,0.017839195979899497,8,15680,Infinity,Infinity
41764,0.018090452261306532,8,16323,Infinity,Infinity
38398,0.017889447236180904,8,16776,Infinity,Infinity
38045,0.017989949748743718,8,16433,Infinity,Infinity
40724,0.01793969849246231,8,16795,Infinity,Infinity
40768,0.017839195979899497,8,14927,Infinity,Infinity
