weight,density,highest degree,runtime,stretch,jumpstretch
150800,0.2572972972972973,46,443,93.8,5.0
144223,0.2544144144144144,54,353,47.61538461538461,6.0
150667,0.25981981981981983,42,369,49.09090909090909,6.0
197349,0.2872072072072072,50,405,108.875,6.0
168381,0.2663063063063063,46,307,79.05,6.0
142456,0.2515315315315315,36,340,106.85714285714286,7.0
171974,0.2702702702702703,45,503,110.88888888888889,6.0
158037,0.26198198198198197,43,465,120.0909090909091,Infinity
170716,0.26414414414414417,56,296,570.5,5.0
155276,0.2637837837837838,55,391,Infinity,6.0
