weight,density,highest degree,runtime,stretch,jumpstretch
502615,0.15142168674698794,153,26953,397.0,15.0
444468,0.14338955823293173,142,25318,Infinity,12.0
496510,0.1501686746987952,166,26022,Infinity,12.0
541321,0.15508433734939758,170,25092,259.0,13.0
510800,0.15370281124497992,146,27570,Infinity,11.0
477435,0.146570281124498,147,26627,Infinity,13.0
525042,0.1539598393574297,154,25077,Infinity,14.0
511226,0.15052208835341366,149,28386,Infinity,12.0
480666,0.1475983935742972,146,26920,506.0,14.0
514876,0.15267469879518072,151,24980,341.0,12.0
