weight,density,highest degree,runtime,stretch,jumpstretch
50275,0.01634920634920635,9,21016,Infinity,Infinity
39872,0.015753968253968253,8,21348,Infinity,Infinity
52828,0.01630952380952381,10,19752,Infinity,Infinity
44306,0.016031746031746032,11,19934,Infinity,Infinity
44846,0.015515873015873016,10,19987,Infinity,Infinity
44758,0.015674603174603174,11,19021,Infinity,Infinity
40748,0.015357142857142857,10,21264,Infinity,Infinity
48787,0.015674603174603174,8,18942,Infinity,Infinity
37964,0.015714285714285715,7,20749,Infinity,Infinity
50463,0.01634920634920635,8,20141,Infinity,Infinity
