weight,density,highest degree,runtime,stretch,jumpstretch
642493,0.20125628140703516,124,16469,Infinity,10.0
680616,0.20914572864321607,127,15925,211.0,10.0
636062,0.20341708542713569,130,16341,428.5,10.0
620798,0.19884422110552763,145,16074,182.25,9.0
646636,0.2056281407035176,121,17593,286.75,9.0
631420,0.20130653266331658,158,16622,387.4,9.0
567026,0.1942713567839196,130,17199,Infinity,10.0
595610,0.198391959798995,113,16318,Infinity,9.0
592506,0.19386934673366835,114,15197,618.0,10.0
602567,0.20025125628140703,127,16692,103.85714285714286,10.0
