weight,density,highest degree,runtime,stretch,jumpstretch
321281,0.20593548387096774,74,1466,Infinity,Infinity
331498,0.2095483870967742,67,1892,190.0,8.0
334051,0.20967741935483872,76,1575,102.33333333333333,8.0
365435,0.22051612903225806,67,1728,864.0,7.0
337132,0.21019354838709678,82,1546,146.125,8.0
322067,0.20787096774193548,68,1642,190.5,8.0
358401,0.2134193548387097,78,1436,261.3333333333333,9.0
392625,0.22632258064516128,72,1521,144.25,8.0
379954,0.22012903225806452,81,1742,89.72727272727273,9.0
338308,0.21561290322580645,72,1571,97.57692307692308,8.0
