weight,density,highest degree,runtime,stretch,jumpstretch
2497168,0.3301005025125628,123,148472,Infinity,6.0
2493877,0.33376884422110553,122,146610,284.5,6.0
2423974,0.32864321608040203,117,146414,1421.0,7.0
2546720,0.3354773869346734,116,153143,1409.0,6.0
2473383,0.32829145728643216,126,146540,526.5,6.0
2515511,0.3338190954773869,130,149829,315.0,7.0
2488753,0.33105527638190957,119,153841,367.8,6.0
2515224,0.33396984924623113,126,146728,Infinity,6.0
2475225,0.3322110552763819,112,143571,Infinity,7.0
2513409,0.33396984924623113,121,153409,Infinity,7.0
