weight,density,highest degree,runtime,stretch,jumpstretch
320765,0.18237136465324386,72,3599,Infinity,Infinity
355006,0.19042505592841164,84,3034,99.63636363636364,8.0
303224,0.17789709172259507,73,3233,114.0909090909091,10.0
346699,0.18863534675615212,108,3310,91.45,10.0
313472,0.18013422818791947,80,3432,Infinity,9.0
358220,0.19033557046979865,106,2930,362.0,9.0
332303,0.1869351230425056,91,3530,994.0,9.0
327503,0.18129753914988814,85,3391,153.5,9.0
319628,0.18460850111856822,80,2805,Infinity,10.0
352028,0.1872035794183445,83,3010,748.0,10.0
