weight,density,highest degree,runtime,stretch,jumpstretch
940527,0.1966265060240964,206,42253,Infinity,11.0
899849,0.1918714859437751,183,39293,Infinity,11.0
852466,0.1873413654618474,181,39210,Infinity,10.0
876317,0.19203212851405624,176,38880,327.0,11.0
873760,0.18923694779116465,199,38217,Infinity,11.0
866055,0.1876305220883534,205,37598,Infinity,10.0
874807,0.19077911646586346,184,40583,657.0,10.0
822148,0.18197590361445784,148,36593,Infinity,10.0
883810,0.19228915662650603,193,41129,448.5,10.0
817606,0.18473895582329317,165,37029,Infinity,10.0
