weight,density,highest degree,runtime,stretch,jumpstretch
801786,0.14447246184472462,168,22176,271.75,13.0
777812,0.1429595222295952,174,22615,Infinity,13.0
841064,0.14683477106834772,173,22178,Infinity,13.0
849649,0.14794956867949569,177,23092,Infinity,12.0
829567,0.1470205706702057,144,22573,485.0,Infinity
776867,0.14380889183808893,165,22603,279.2,13.0
805986,0.1430391506303915,152,22672,748.5,13.0
816049,0.14404777704047778,161,23148,442.5,12.0
767135,0.14181818181818182,167,22804,Infinity,13.0
774607,0.14059721300597214,173,22682,Infinity,13.0
