weight,density,highest degree,runtime,stretch,jumpstretch
39036,0.018090452261306532,9,21582,Infinity,Infinity
39084,0.01829145728643216,9,21662,Infinity,Infinity
36525,0.01814070351758794,8,22912,Infinity,Infinity
37886,0.018190954773869346,10,22568,Infinity,Infinity
36804,0.018090452261306532,10,22798,Infinity,Infinity
44085,0.018391959798994974,9,21796,Infinity,Infinity
44858,0.0185929648241206,10,23815,Infinity,Infinity
37318,0.018190954773869346,10,21194,Infinity,Infinity
35807,0.018391959798994974,8,23038,Infinity,Infinity
40738,0.018542713567839195,10,22451,Infinity,Infinity
